rs_id 	 so_term 	 ensembl_gene_ids 	 gene_symbols 	 distance 	 is_regulatory
rs35079168 	 intron_variant 	 ENSG00000186350 	 RXRA 	 0 	 
rs35131064 	 nearest_gene_five_prime_end 	 ENSG00000112759 	 SLC29A1 	 -15179 	 regulatory
rs35131626 	 synonymous_variant 	 ENSG00000145734 	 BDP1 	 0 	 
rs35141484 	 synonymous_variant 	 ENSG00000109790 	 KLHL5 	 0 	 
rs35205176 	 nearest_gene_five_prime_end 	 ENSG00000106078 	 COBL 	 -230636 	 
rs35209784 	 intron_variant 	 ENSG00000100592 	 DAAM1 	 0 	 
rs35212277 	 intron_variant 	 ENSG00000169031 	 COL4A3 	 0 	 
rs35214987 	 nearest_gene_five_prime_end 	 ENSG00000143013 	 LMO4 	 -432177 	 regulatory
rs352236 	 nearest_gene_five_prime_end 	 ENSG00000150361 	 KLHL1 	 -658940 	 
rs35229355 	 nearest_gene_five_prime_end 	 ENSG00000074771 	 NOX3 	 -152763 	 
rs35252396 	 nearest_gene_five_prime_end 	 ENSG00000136997 	 MYC 	 -141691 	 
rs35264875 	 missense_variant 	 ENSG00000162341 	 TPCN2 	 0 	 
rs352889 	 intron_variant 	 ENSG00000115919 	 KYNU 	 0 	 
rs35333254 	 nearest_gene_five_prime_end 	 ENSG00000137449 	 CPEB2 	 -565488 	 
rs35349669 	 intron_variant 	 ENSG00000168918 	 INPP5D 	 0 	 
rs35390 	 intron_variant 	 ENSG00000164175 	 SLC45A2 	 0 	 
rs35391 	 intron_variant 	 ENSG00000164175 	 SLC45A2 	 0 	 
rs354033 	 nearest_gene_five_prime_end 	 ENSG00000181220 	 ZNF746 	 -94555 	 
rs35444 	 nearest_gene_five_prime_end 	 ENSG00000135111 	 TBX3 	 -430467 	 
rs35509282 	 nearest_gene_five_prime_end 	 ENSG00000168843 	 FSTL5 	 -248217 	 
rs35518360 	 nearest_gene_five_prime_end 	 ENSG00000138821 	 SLC39A8 	 -205525 	 
rs355810 	 intron_variant 	 ENSG00000082438 	 COBLL1 	 0 	 
rs35593266 	 intron_variant 	 ENSG00000144724 	 PTPRG 	 0 	 
rs35597309 	 nearest_gene_five_prime_end 	 ENSG00000196735 	 HLA-DQA1 	 -6690 	 
rs35600665 	 nearest_gene_five_prime_end 	 ENSG00000185823 	 NPAP1 	 -179724 	 
rs35610040 	 intron_variant 	 ENSG00000101439 	 CST3 	 0 	 
rs356182 	 nearest_gene_five_prime_end 	 ENSG00000145335 	 SNCA 	 -133355 	 
rs356219 	 nearest_gene_five_prime_end 	 ENSG00000145335 	 SNCA 	 -121865 	 
rs356220 	 nearest_gene_five_prime_end 	 ENSG00000145335 	 SNCA 	 -118126 	 
rs35675666 	 5_prime_UTR_variant 	 ENSG00000116288 	 PARK7 	 0 	 
rs35681285 	 intron_variant 	 ENSG00000214960 	 ISPD 	 0 	 
rs35694355 	 3_prime_UTR_variant 	 ENSG00000177685 	 CRACR2B 	 0 	 
rs35705950 	 upstream_gene_variant 	 ENSG00000117983 	 MUC5B 	 0 	 
rs35738462 	 nearest_gene_five_prime_end 	 ENSG00000162600 	 OMA1 	 -755930 	 
rs357394 	 nearest_gene_five_prime_end 	 ENSG00000122779 	 TRIM24 	 -95692 	 
rs35741374 	 nearest_gene_five_prime_end 	 ENSG00000162924 	 REL 	 -36089 	 
rs35747 	 nearest_gene_five_prime_end 	 ENSG00000017427 	 IGF1 	 -38134 	 
rs35749011 	 nearest_gene_five_prime_end 	 ENSG00000163463 	 KRTCAP2 	 -10915 	 
rs35767 	 upstream_gene_variant 	 ENSG00000017427 	 IGF1 	 0 	 
rs35775808 	 nearest_gene_five_prime_end 	 ENSG00000106803 	 SEC61B 	 -241197 	 
rs357894 	 intron_variant 	 ENSG00000141627 	 DYM 	 0 	 
rs35820208 	 nearest_gene_five_prime_end 	 ENSG00000164951 	 PDP1 	 -46067 	 
rs358231 	 nearest_gene_five_prime_end 	 ENSG00000152990 	 ADGRA3 	 -302826 	 
rs35829183 	 intron_variant 	 ENSG00000089101 	 CFAP61 	 0 	 
rs35853021 	 intron_variant 	 ENSG00000128918 	 ALDH1A2 	 0 	 
rs358592 	 intron_variant 	 ENSG00000185774 	 KCNIP4 	 0 	 
rs35862341 	 nearest_gene_five_prime_end 	 ENSG00000139946 	 PELI2 	 -222794 	 
rs358806 	 nearest_gene_five_prime_end 	 ENSG00000114251 	 WNT5A 	 -211167 	 
rs35881094 	 nearest_gene_five_prime_end 	 ENSG00000115392 	 FANCL 	 -454413 	 
rs359268 	 nearest_gene_five_prime_end 	 ENSG00000119866 	 BCL11A 	 -320896 	 
rs359312 	 intron_variant 	 ENSG00000148488 	 ST8SIA6 	 0 	 
rs359457 	 nearest_gene_five_prime_end 	 ENSG00000113742 	 CPEB4 	 -35441 	 
rs35951 	 intron_variant 	 ENSG00000185305 	 ARL15 	 0 	 
rs35955841 	 intron_variant 	 ENSG00000070182 	 SPTB 	 0 	 
rs3596 	 3_prime_UTR_variant 	 ENSG00000028203 	 VEZT 	 0 	 
rs35964523 	 nearest_gene_five_prime_end 	 ENSG00000134115 	 CNTN6 	 -235598 	 
rs35967093 	 nearest_gene_five_prime_end 	 ENSG00000105355 	 PLIN3 	 -15960 	 
rs359965 	 nearest_gene_five_prime_end 	 ENSG00000163497 	 FEV 	 -9488 	 
rs359980 	 nearest_gene_five_prime_end 	 ENSG00000171450 	 CDK5R2 	 -4828 	 
rs36019094 	 nearest_gene_five_prime_end 	 ENSG00000171522 	 PTGER4 	 -442226 	 
rs36035742 	 intron_variant 	 ENSG00000180953,ENSG00000259332 	 ST20,ST20-MTHFS 	 0 	 
rs36061340 	 nearest_gene_five_prime_end 	 ENSG00000070756 	 PABPC1 	 -72192 	 
rs36068923 	 nearest_gene_five_prime_end 	 ENSG00000164794 	 KCNV1 	 -497684 	 
rs360929 	 nearest_gene_five_prime_end 	 ENSG00000059691 	 GATB 	 -225524 	 
rs360932 	 nearest_gene_five_prime_end 	 ENSG00000059691 	 GATB 	 -225993 	 
rs361171 	 nearest_gene_five_prime_end 	 ENSG00000059691 	 GATB 	 -103185 	 
rs362987 	 nearest_gene_five_prime_end 	 ENSG00000132639 	 SNAP25 	 -77973 	 
rs363512 	 intron_variant 	 ENSG00000171189 	 GRIK1 	 0 	 
rs363598 	 intron_variant 	 ENSG00000171189 	 GRIK1 	 0 	 
rs36405 	 nearest_gene_five_prime_end 	 ENSG00000182732 	 RGS6 	 -41219 	 
rs364477 	 intron_variant 	 ENSG00000137090 	 DMRT1 	 0 	 
rs364585 	 nearest_gene_five_prime_end 	 ENSG00000172296 	 SPTLC3 	 -26909 	 
rs364663 	 intron_variant 	 ENSG00000187772 	 LIN28B 	 0 	 
rs365132 	 synonymous_variant 	 ENSG00000087206 	 UIMC1 	 0 	 
rs365302 	 intron_variant 	 ENSG00000164694 	 FNDC1 	 0 	 
rs36563 	 nearest_gene_five_prime_end 	 ENSG00000100731 	 PCNX 	 -21474 	 
rs365836 	 intron_variant 	 ENSG00000257923 	 CUX1 	 0 	 
rs365990 	 missense_variant 	 ENSG00000197616 	 MYH6 	 0 	 
rs36600 	 intron_variant 	 ENSG00000100330 	 MTMR3 	 0 	 
rs366676 	 nearest_gene_five_prime_end 	 ENSG00000118434 	 SPACA1 	 -39741 	 regulatory
rs367615 	 nearest_gene_five_prime_end 	 ENSG00000112893 	 MAN2A1 	 -76130 	 
rs368331 	 intron_variant 	 ENSG00000105877 	 DNAH11 	 0 	 
rs368433 	 intron_variant 	 ENSG00000143226 	 FCGR2A 	 0 	 
rs370409 	 intron_variant 	 ENSG00000112182 	 BACH2 	 0 	 
rs37060 	 splice_region_variant 	 ENSG00000125107 	 CNOT1 	 0 	 
rs37062 	 intron_variant 	 ENSG00000125107 	 CNOT1 	 0 	 
rs371915 	 intron_variant 	 ENSG00000140950 	 TLDC1 	 0 	 
rs372091 	 intron_variant 	 ENSG00000196565,ENSG00000213931 	 HBG2,HBE1 	 0 	 
rs372883 	 3_prime_UTR_variant 	 ENSG00000156273 	 BACH1 	 0 	 
rs3729639 	 upstream_gene_variant 	 ENSG00000205250,ENSG00000179044 	 E2F4,EXOC3L1 	 0 	 
rs3729931 	 intron_variant 	 ENSG00000132155 	 RAF1 	 0 	 
rs3731211 	 intron_variant 	 ENSG00000147889 	 CDKN2A 	 0 	 
rs3731217 	 intron_variant 	 ENSG00000147889 	 CDKN2A 	 0 	 
rs3731714 	 intron_variant 	 ENSG00000003400 	 CASP10 	 0 	 
rs3731896 	 nearest_gene_five_prime_end 	 ENSG00000135924 	 DNAJB2 	 -2412 	 
rs3732481 	 intron_variant 	 ENSG00000181722 	 ZBTB20 	 0 	 
rs3732783 	 synonymous_variant 	 ENSG00000151577 	 DRD3 	 0 	 
rs3733017 	 intron_variant 	 ENSG00000113916 	 BCL6 	 0 	 
rs3733309 	 intron_variant 	 ENSG00000047315 	 POLR2B 	 0 	 
rs3733402 	 missense_variant 	 ENSG00000164344 	 KLKB1 	 0 	 
rs3733418 	 missense_variant 	 ENSG00000250486 	 FAM218A 	 0 	 
rs3733585 	 nearest_gene_five_prime_end 	 ENSG00000071127 	 WDR1 	 -82234 	 
rs3733606 	 3_prime_UTR_variant 	 ENSG00000170871 	 KIAA0232 	 0 	 
rs3733631 	 upstream_gene_variant 	 ENSG00000169836 	 TACR3 	 0 	 
rs3733829 	 nearest_gene_five_prime_end 	 ENSG00000268797 	 CTC-490E21.12 	 -3368 	 
rs3733860 	 3_prime_UTR_variant 	 ENSG00000122012 	 SV2C 	 0 	 
rs3734266 	 intron_variant 	 ENSG00000065060 	 UHRF1BP1 	 0 	 
rs3734398 	 3_prime_UTR_variant 	 ENSG00000197977 	 ELOVL2 	 0 	 
rs3734729 	 3_prime_UTR_variant 	 ENSG00000198729 	 PPP1R14C 	 0 	 
rs3734805 	 3_prime_UTR_variant 	 ENSG00000120262 	 CCDC170 	 0 	 
rs3734905 	 nearest_gene_five_prime_end 	 ENSG00000185127 	 C6orf120 	 -143304 	 
rs3735025 	 3_prime_UTR_variant 	 ENSG00000157680 	 DGKI 	 0 	 
rs3736228 	 missense_variant 	 ENSG00000162337 	 LRP5 	 0 	 
rs3736485 	 intron_variant 	 ENSG00000104093 	 DMXL2 	 0 	 
rs3736594 	 intron_variant 	 ENSG00000243147 	 MRPL33 	 0 	 
rs3736638 	 intron_variant 	 ENSG00000164692 	 COL1A2 	 0 	 
rs3736757 	 synonymous_variant 	 ENSG00000116406 	 EDEM3 	 0 	 
rs3736830 	 intron_variant 	 ENSG00000102753 	 KPNA3 	 0 	 
rs37369 	 missense_variant 	 ENSG00000113492 	 AGXT2 	 0 	 
rs3736986 	 intron_variant 	 ENSG00000122705 	 CLTA 	 0 	 
rs3736995 	 intron_variant 	 ENSG00000132964 	 CDK8 	 0 	 
rs37370 	 missense_variant 	 ENSG00000113492 	 AGXT2 	 0 	 
rs373767 	 nearest_gene_five_prime_end 	 ENSG00000280175 	 AL354828.2 	 -44640 	 
rs3738443 	 nearest_gene_five_prime_end 	 ENSG00000196418 	 ZNF124 	 -12870 	 
rs3738814 	 intron_variant 	 ENSG00000159363 	 ATP13A2 	 0 	 
rs3738934 	 intron_variant 	 ENSG00000197713 	 RPE 	 0 	 
rs3739070 	 missense_variant 	 ENSG00000204104 	 TRAF3IP1 	 0 	 
rs3739707 	 intron_variant 	 ENSG00000198121 	 LPAR1 	 0 	 
rs3739998 	 missense_variant 	 ENSG00000165757 	 KIAA1462 	 0 	 
rs3740540 	 intron_variant 	 ENSG00000107902 	 LHPP 	 0 	 
rs3740713 	 intron_variant 	 ENSG00000166796 	 LDHC 	 0 	 
rs3741208 	 nearest_gene_five_prime_end 	 ENSG00000254647 	 INS 	 -12797 	 
rs3741240 	 5_prime_UTR_variant 	 ENSG00000149021 	 SCGB1A1 	 0 	 
rs3741298 	 intron_variant 	 ENSG00000109917 	 ZPR1 	 0 	 
rs3741414 	 3_prime_UTR_variant 	 ENSG00000175189 	 INHBC 	 0 	 
rs3741489 	 3_prime_UTR_variant 	 ENSG00000072609 	 CHFR 	 0 	 
rs3741920 	 nearest_gene_five_prime_end 	 ENSG00000110811 	 P3H3 	 -1297 	 
rs3742207 	 missense_variant 	 ENSG00000187498 	 COL4A1 	 0 	 
rs3743104 	 3_prime_UTR_variant 	 ENSG00000166923 	 GREM1 	 0 	 
rs3743162 	 splice_region_variant 	 ENSG00000156222 	 SLC28A1 	 0 	 
rs3743200 	 intron_variant 	 ENSG00000058335 	 RASGRF1 	 0 	 
rs3743266 	 3_prime_UTR_variant 	 ENSG00000069667 	 RORA 	 0 	 
rs3743772 	 intron_variant 	 ENSG00000166971 	 AKTIP 	 0 	 
rs3743832 	 3_prime_UTR_variant 	 ENSG00000182831 	 C16orf72 	 0 	 
rs37439 	 nearest_gene_five_prime_end 	 ENSG00000168724 	 DNAJC21 	 -21451 	 
rs3744028 	 nearest_gene_five_prime_end 	 ENSG00000204316 	 MRPL38 	 -12822 	 
rs3744061 	 5_prime_UTR_variant 	 ENSG00000161547,ENSG00000092931 	 SRSF2,MFSD11 	 0 	 
rs3744064 	 3_prime_UTR_variant 	 ENSG00000129657 	 SEC14L1 	 0 	 
rs3744093 	 missense_variant 	 ENSG00000108375 	 RNF43 	 0 	 
rs3744108 	 missense_variant 	 ENSG00000108389 	 MTMR4 	 0 	 
rs3744109 	 intron_variant 	 ENSG00000108389 	 MTMR4 	 0 	 
rs3744728 	 nearest_gene_five_prime_end 	 ENSG00000129221 	 AIPL1 	 -244568 	 
rs3744790 	 intron_variant 	 ENSG00000035862,ENSG00000178404 	 TIMP2,CEP295NL 	 0 	 
rs3745367 	 intron_variant 	 ENSG00000104918 	 RETN 	 0 	 
rs3745516 	 intron_variant 	 ENSG00000142539,ENSG00000269404 	 CTD-2545M3.6,SPIB 	 0 	 
rs3745567 	 intron_variant 	 ENSG00000125730 	 C3 	 0 	 
rs3745571 	 nearest_gene_five_prime_end 	 ENSG00000125648 	 SLC25A23 	 -10398 	 
rs3745618 	 synonymous_variant 	 ENSG00000130749 	 ZC3H4 	 0 	 
rs3745672 	 nearest_gene_five_prime_end 	 ENSG00000257446 	 ZNF878 	 -17384 	 
rs3745760 	 3_prime_UTR_variant 	 ENSG00000063169 	 GLTSCR1 	 0 	 
rs374748 	 intron_variant 	 ENSG00000138829 	 FBN2 	 0 	 
rs3747547 	 nearest_gene_five_prime_end 	 ENSG00000122696 	 SLC25A51 	 -12057 	 
rs3747767 	 nearest_gene_five_prime_end 	 ENSG00000135338 	 LCA5 	 -10105 	 
rs3747851 	 synonymous_variant 	 ENSG00000136848 	 DAB2IP 	 0 	 
rs3748069 	 downstream_gene_variant 	 ENSG00000112414 	 ADGRG6 	 0 	 
rs374810 	 upstream_gene_variant 	 ENSG00000147655 	 RSPO2 	 0 	 
rs3748140 	 missense_variant 	 ENSG00000173281 	 PPP1R3B 	 0 	 
rs3748656 	 synonymous_variant 	 ENSG00000155363 	 MOV10 	 0 	 
rs3748682 	 3_prime_UTR_variant 	 ENSG00000188786 	 MTF1 	 0 	 
rs3748816 	 missense_variant 	 ENSG00000142606 	 MMEL1 	 0 	 
rs3749056 	 intron_variant 	 ENSG00000183023 	 SLC8A1 	 0 	 
rs3749146 	 3_prime_UTR_variant 	 ENSG00000243244 	 STON1 	 0 	 
rs3749147 	 missense_variant 	 ENSG00000198522 	 GPN1 	 0 	 
rs3749171 	 missense_variant 	 ENSG00000178623 	 GPR35 	 0 	 
rs3749380 	 synonymous_variant 	 ENSG00000196277 	 GRM7 	 0 	 
rs3749779 	 missense_variant 	 ENSG00000120329 	 SLC25A2 	 0 	 
rs3749855 	 nearest_gene_five_prime_end 	 ENSG00000112183 	 RBM24 	 -1743 	 
rs3749946 	 nearest_gene_five_prime_end 	 ENSG00000204516 	 MICB 	 -13793 	 
rs3749982 	 nearest_gene_five_prime_end 	 ENSG00000168394 	 TAP1 	 -40799 	 
rs3750552 	 intron_variant 	 ENSG00000135063 	 FAM189A2 	 0 	 
rs3750817 	 intron_variant 	 ENSG00000066468 	 FGFR2 	 0 	 
rs3750848 	 intron_variant 	 ENSG00000254636 	 ARMS2 	 0 	 
rs375092 	 intron_variant 	 ENSG00000136231 	 IGF2BP3 	 0 	 
rs3750965 	 missense_variant 	 ENSG00000162341 	 TPCN2 	 0 	 
rs3751143 	 missense_variant 	 ENSG00000089041 	 P2RX7 	 0 	 
rs3751599 	 intron_variant 	 ENSG00000137869 	 CYP19A1 	 0 	 
rs3751845 	 synonymous_variant 	 ENSG00000005339 	 CREBBP 	 0 	 
rs3751913 	 nearest_gene_five_prime_end 	 ENSG00000141562 	 NARF 	 -10504 	 
rs3751972 	 3_prime_UTR_variant 	 ENSG00000232859 	 LYRM9 	 0 	 
rs3752120 	 5_prime_UTR_variant 	 ENSG00000256087 	 ZNF432 	 0 	 
rs3752246 	 missense_variant 	 ENSG00000064687 	 ABCA7 	 0 	 
rs3752433 	 intron_variant 	 ENSG00000102174 	 PHEX 	 0 	 
rs3752645 	 intron_variant 	 ENSG00000005249 	 PRKAR2B 	 0 	 
rs3753242 	 intron_variant 	 ENSG00000067606 	 PRKCZ 	 0 	 
rs3753275 	 synonymous_variant 	 ENSG00000142599 	 RERE 	 0 	 
rs3753394 	 upstream_gene_variant 	 ENSG00000000971 	 CFH 	 0 	 
rs3753573 	 upstream_gene_variant 	 ENSG00000121481 	 RNF2 	 0 	 
rs3753841 	 missense_variant 	 ENSG00000060718 	 COL11A1 	 0 	 
rs3755132 	 upstream_gene_variant 	 ENSG00000079785 	 DDX1 	 0 	 
rs3755157 	 intron_variant 	 ENSG00000073734 	 ABCB11 	 0 	 
rs3755206 	 intron_variant 	 ENSG00000150938 	 CRIM1 	 0 	 
rs3755955 	 missense_variant 	 ENSG00000127415 	 IDUA 	 0 	 
rs3756008 	 upstream_gene_variant 	 ENSG00000088926 	 F11 	 0 	 
rs3756407 	 intron_variant 	 ENSG00000112977 	 DAP 	 0 	 
rs3756669 	 missense_variant 	 ENSG00000145626 	 UGT3A1 	 0 	 
rs3757057 	 intron_variant 	 ENSG00000135298 	 ADGRB3 	 0 	 
rs3757235 	 3_prime_UTR_variant 	 ENSG00000185250 	 PPIL6 	 0 	 
rs3757247 	 intron_variant 	 ENSG00000112182 	 BACH2 	 0 	 
rs3757318 	 intron_variant 	 ENSG00000120262 	 CCDC170 	 0 	 
rs3757354 	 upstream_gene_variant 	 ENSG00000007944 	 MYLIP 	 0 	 
rs3757458 	 5_prime_UTR_variant 	 ENSG00000106404 	 CLDN15 	 0 	 
rs3757837 	 intron_variant 	 ENSG00000058404 	 CAMK2B 	 0 	 
rs3757840 	 nearest_gene_five_prime_end 	 ENSG00000106636 	 YKT6 	 -9351 	 
rs3758171 	 intron_variant 	 ENSG00000196092 	 PAX5 	 0 	 
rs3758354 	 upstream_gene_variant 	 ENSG00000135046 	 ANXA1 	 0 	 
rs3758785 	 intron_variant 	 ENSG00000123901 	 GPR83 	 0 	 
rs3760318 	 nearest_gene_five_prime_end 	 ENSG00000172171 	 TEFM 	 -13876 	 
rs3760775 	 upstream_gene_variant 	 ENSG00000156413 	 FUT6 	 0 	 
rs3760776 	 upstream_gene_variant 	 ENSG00000156413 	 FUT6 	 0 	 
rs3760982 	 upstream_gene_variant 	 ENSG00000104783 	 KCNN4 	 0 	 
rs3761168 	 nearest_gene_five_prime_end 	 ENSG00000101333 	 PLCB4 	 -183692 	 
rs3761218 	 intron_variant 	 ENSG00000101224 	 CDC25B 	 0 	 
rs3761847 	 5_prime_UTR_variant 	 ENSG00000056558 	 TRAF1 	 0 	 
rs3761944 	 intron_variant 	 ENSG00000143641 	 GALNT2 	 0 	 
rs3761959 	 intron_variant 	 ENSG00000160856 	 FCRL3 	 0 	 
rs3762318 	 intron_variant 	 ENSG00000203963 	 C1orf141 	 0 	 
rs3763048 	 synonymous_variant 	 ENSG00000134516 	 DOCK2 	 0 	 
rs3763309 	 upstream_gene_variant 	 ENSG00000204290 	 BTNL2 	 0 	 
rs3763313 	 upstream_gene_variant 	 ENSG00000204290 	 BTNL2 	 0 	 
rs3763317 	 upstream_gene_variant 	 ENSG00000204290 	 BTNL2 	 0 	 
rs3763558 	 intron_variant 	 ENSG00000104324 	 CPQ 	 0 	 
rs3764021 	 splice_region_variant 	 ENSG00000069493 	 CLEC2D 	 0 	 
rs3764147 	 missense_variant 	 ENSG00000179630 	 LACC1 	 0 	 
rs3764261 	 upstream_gene_variant 	 ENSG00000087237 	 CETP 	 0 	 
rs3764400 	 nearest_gene_five_prime_end 	 ENSG00000082641 	 NFE2L1 	 -1759 	 
rs3764419 	 intron_variant 	 ENSG00000176208 	 ATAD5 	 0 	 
rs3764563 	 nearest_gene_five_prime_end 	 ENSG00000186526 	 CYP4F8 	 -1826 	 
rs3764618 	 5_prime_UTR_variant 	 ENSG00000183207 	 RUVBL2 	 0 	 
rs3764628 	 upstream_gene_variant 	 ENSG00000167487 	 KLHL26 	 0 	 
rs3764640 	 intron_variant 	 ENSG00000118046 	 STK11 	 0 	 
rs3764650 	 intron_variant 	 ENSG00000064687 	 ABCA7 	 0 	 
rs3764913 	 nearest_gene_five_prime_end 	 ENSG00000279317 	 AC006994.3 	 -22507 	 
rs3765350 	 intron_variant 	 ENSG00000162552 	 WNT4 	 0 	 
rs3765524 	 missense_variant 	 ENSG00000138193 	 PLCE1 	 0 	 
rs3765535 	 intron_variant 	 ENSG00000125257 	 ABCC4 	 0 	 
rs3766680 	 intron_variant 	 ENSG00000116147 	 TNR 	 0 	 
rs3767627 	 intron_variant 	 ENSG00000264522 	 OTUD7B 	 0 	 
rs3767633 	 intron_variant 	 ENSG00000118217 	 ATF6 	 0 	 
rs3768080 	 intron_variant 	 ENSG00000116962 	 NID1 	 0 	 
rs3768644 	 intron_variant 	 ENSG00000003137 	 CYP26B1 	 0 	 
rs3768716 	 intron_variant 	 ENSG00000138376 	 BARD1 	 0 	 
rs3769124 	 intron_variant 	 ENSG00000065802 	 ASB1 	 0 	 
rs3769528 	 intron_variant 	 ENSG00000049323 	 LTBP1 	 0 	 
rs3769825 	 intron_variant 	 ENSG00000064012 	 CASP8 	 0 	 
rs3769955 	 intron_variant 	 ENSG00000136531 	 SCN2A 	 0 	 
rs3770549 	 intron_variant 	 ENSG00000118242 	 MREG 	 0 	 
rs3771166 	 intron_variant 	 ENSG00000115604 	 IL18R1 	 0 	 
rs3771175 	 3_prime_UTR_variant 	 ENSG00000115602 	 IL1RL1 	 0 	 
rs3771180 	 5_prime_UTR_variant 	 ENSG00000115602 	 IL1RL1 	 0 	 
rs3771371 	 intron_variant 	 ENSG00000075292 	 ZNF638 	 0 	 
rs3771381 	 intron_variant 	 ENSG00000075292 	 ZNF638 	 0 	 
rs3771395 	 intron_variant 	 ENSG00000116035 	 VAX2 	 0 	 
rs3771512 	 intron_variant 	 ENSG00000163235 	 TGFA 	 0 	 
rs3771514 	 intron_variant 	 ENSG00000163235 	 TGFA 	 0 	 
rs3771570 	 3_prime_UTR_variant 	 ENSG00000006607 	 FARP2 	 0 	 
rs3771863 	 intron_variant 	 ENSG00000115353 	 TACR1 	 0 	 
rs3772130 	 intron_variant 	 ENSG00000163833 	 FBXO40 	 0 	 
rs3772255 	 intron_variant 	 ENSG00000169282 	 KCNAB1 	 0 	 
rs3773445 	 intron_variant 	 ENSG00000077092 	 RARB 	 0 	 
rs3773506 	 3_prime_UTR_variant 	 ENSG00000120756 	 PLS1 	 0 	 
rs3773582 	 intron_variant 	 ENSG00000157445 	 CACNA2D3 	 0 	 
rs3773643 	 intron_variant 	 ENSG00000163513 	 TGFBR2 	 0 	 
rs3773651 	 intron_variant 	 ENSG00000163513 	 TGFBR2 	 0 	 
rs3774372 	 missense_variant 	 ENSG00000168038 	 ULK4 	 0 	 
rs3774959 	 intron_variant 	 ENSG00000109320 	 NFKB1 	 0 	 
rs3775182 	 intron_variant 	 ENSG00000109339 	 MAPK10 	 0 	 
rs3775948 	 intron_variant 	 ENSG00000109667 	 SLC2A9 	 0 	 
rs3776331 	 intron_variant 	 ENSG00000145819 	 ARHGAP26 	 0 	 
rs3777193 	 intron_variant 	 ENSG00000118985 	 ELL2 	 0 	 
rs3777200 	 intron_variant 	 ENSG00000118985 	 ELL2 	 0 	 
rs3777722 	 missense_variant 	 ENSG00000026297 	 RNASET2 	 0 	 
rs3778872 	 intron_variant 	 ENSG00000055118 	 KCNH2 	 0 	 
rs3779195 	 intron_variant 	 ENSG00000006453 	 BAIAP2L1 	 0 	 
rs3779273 	 intron_variant 	 ENSG00000187391 	 MAGI2 	 0 	 
rs3779483 	 intron_variant 	 ENSG00000158560 	 DYNC1I1 	 0 	 
rs3780181 	 intron_variant 	 ENSG00000147852 	 VLDLR 	 0 	 
rs3780215 	 intron_variant 	 ENSG00000155886 	 SLC24A2 	 0 	 
rs3780293 	 intron_variant 	 ENSG00000156049 	 GNA14 	 0 	 
rs3780486 	 intron_variant 	 ENSG00000086062 	 B4GALT1 	 0 	 
rs3780792 	 intron_variant 	 ENSG00000160293 	 VAV2 	 0 	 
rs378108 	 nearest_gene_five_prime_end 	 ENSG00000183527 	 PSMG1 	 -86257 	 regulatory
rs3781264 	 intron_variant 	 ENSG00000138193 	 PLCE1 	 0 	 
rs3781426 	 intron_variant 	 ENSG00000175029 	 CTBP2 	 0 	 
rs3781684 	 intron_variant 	 ENSG00000149260 	 CAPN5 	 0 	 
rs3781878 	 intron_variant 	 ENSG00000149294 	 NCAM1 	 0 	 
rs3781913 	 intron_variant 	 ENSG00000186642 	 PDE2A 	 0 	 
rs3782089 	 nearest_gene_five_prime_end 	 ENSG00000173465 	 SSSCA1 	 -1082 	 
rs3782181 	 intron_variant 	 ENSG00000049130 	 KITLG 	 0 	 
rs3782455 	 intron_variant 	 ENSG00000122965 	 RBM19 	 0 	 
rs3782724 	 intron_variant 	 ENSG00000111319 	 SCNN1A 	 0 	 
rs3782886 	 synonymous_variant 	 ENSG00000089234 	 BRAP 	 0 	 
rs3782889 	 intron_variant 	 ENSG00000111245 	 MYL2 	 0 	 
rs3783006 	 intron_variant 	 ENSG00000102572 	 STK24 	 0 	 
rs3783412 	 intron_variant 	 ENSG00000100490 	 CDKL1 	 0 	 
rs378352 	 synonymous_variant 	 ENSG00000204252 	 HLA-DOA 	 0 	 
rs378363 	 intron_variant 	 ENSG00000153707 	 PTPRD 	 0 	 
rs3783637 	 intron_variant 	 ENSG00000131979 	 GCH1 	 0 	 
rs3783782 	 intron_variant 	 ENSG00000027075 	 PRKCH 	 0 	 
rs3783890 	 intron_variant 	 ENSG00000011114 	 BTBD7 	 0 	 
rs3783938 	 intron_variant 	 ENSG00000165409 	 TSHR 	 0 	 
rs3784099 	 intron_variant 	 ENSG00000182185 	 RAD51B 	 0 	 
rs3784262 	 intron_variant 	 ENSG00000128918 	 ALDH1A2 	 0 	 
rs3784609 	 intron_variant 	 ENSG00000069667 	 RORA 	 0 	 
rs3784943 	 intron_variant 	 ENSG00000140945 	 CDH13 	 0 	 
rs3784962 	 intron_variant 	 ENSG00000140945 	 CDH13 	 0 	 
rs3785176 	 intron_variant 	 ENSG00000140650 	 PMM2 	 0 	 
rs3785574 	 intron_variant 	 ENSG00000198909 	 MAP3K3 	 0 	 
rs3785856 	 intron_variant 	 ENSG00000141376 	 BCAS3 	 0 	 
rs3785859 	 intron_variant 	 ENSG00000141376 	 BCAS3 	 0 	 
rs3785982 	 intron_variant 	 ENSG00000065320 	 NTN1 	 0 	 
rs3786094 	 intron_variant 	 ENSG00000007237 	 GAS7 	 0 	 
rs3786431 	 synonymous_variant 	 ENSG00000170579 	 DLGAP1 	 0 	 
rs3786749 	 intron_variant 	 ENSG00000088002 	 SULT2B1 	 0 	 
